"","id","l1","rf","rq","tot"
"195471","E02003845 W02000074",0,1,1,2
"195472","E02003845 W02000075",0,1,1,2
"195475","E02003846 W02000061",0,1,1,2
"195476","E02003846 W02000064",0,1,1,2
"195477","E02003846 W02000066",0,1,1,2
"195478","E02003846 W02000068",0,1,1,2
"195479","E02003846 W02000070",0,1,1,2
"195480","E02003846 W02000072",0,1,1,2
"195481","E02003846 W02000074",0,1,1,2
"195486","E02003847 W02000061",0,1,1,2
"195487","E02003847 W02000064",0,1,1,2
"195488","E02003847 W02000065",0,1,1,2
"195489","E02003847 W02000068",0,1,1,2
"195490","E02003847 W02000070",0,1,1,2
"195491","E02003847 W02000072",0,1,1,2
"195492","E02003847 W02000073",0,1,1,2
"195496","E02003848 W02000064",0,1,1,2
"195497","E02003848 W02000066",0,1,1,2
"195498","E02003848 W02000068",0,1,1,2
"195499","E02003848 W02000070",0,1,1,2
"195500","E02003848 W02000072",0,1,1,2
"195507","E02003849 W02000061",0,1,1,2
"195508","E02003849 W02000062",0,1,1,2
"195509","E02003849 W02000064",0,1,1,2
"195510","E02003849 W02000065",0,1,1,2
"195511","E02003849 W02000066",0,1,1,2
"195512","E02003849 W02000067",0,1,1,2
"195513","E02003849 W02000068",0,1,1,2
"195514","E02003849 W02000069",0,1,1,2
"195515","E02003849 W02000070",0,1,1,2
"195516","E02003849 W02000071",0,1,1,2
"195517","E02003849 W02000072",0,1,1,2
"195518","E02003849 W02000074",0,1,1,2
"195519","E02003849 W02000075",0,1,1,2
"195522","E02003850 W02000061",0,1,1,2
"195523","E02003850 W02000064",0,1,1,2
"195524","E02003850 W02000068",0,1,1,2
"195525","E02003850 W02000070",0,1,1,2
"195526","E02003850 W02000072",0,1,1,2
"195527","E02003850 W02000073",0,1,1,2
"195531","E02003851 W02000061",0,1,1,2
"195532","E02003851 W02000064",0,1,1,2
"195533","E02003851 W02000065",0,1,1,2
"195534","E02003851 W02000066",0,1,1,2
"195535","E02003851 W02000067",0,1,1,2
"195536","E02003851 W02000068",0,1,1,2
"195537","E02003851 W02000069",0,1,1,2
"195538","E02003851 W02000070",0,1,1,2
"195539","E02003851 W02000072",0,1,1,2
"195540","E02003851 W02000073",0,1,1,2
"195541","E02003851 W02000074",0,1,1,2
"195542","E02003851 W02000075",0,1,1,2
"195547","E02003852 W02000061",0,1,1,2
"195548","E02003852 W02000064",0,1,1,2
"195549","E02003852 W02000070",0,1,1,2
"195550","E02003852 W02000072",0,1,1,2
"195551","E02003852 W02000420",0,1,1,2
"195824","E02003877 W02000066",0,1,1,2
"195825","E02003877 W02000068",0,1,1,2
"195826","E02003877 W02000072",0,1,1,2
"195907","E02003898 E02004233",0,1,1,2
"196371","E02003979 E02004027",0,1,1,2
"196375","E02003981 E02004007",0,1,1,2
"196378","E02003982 E02004007",0,1,1,2
"196381","E02003983 E02004007",0,1,1,2
"196384","E02003983 E02004027",0,1,1,2
"196386","E02003984 E02004007",0,1,1,2
"196390","E02003985 E02004007",0,1,1,2
"196484","E02004021 E02005221",0,1,1,2
"196509","E02004027 E02005221",0,1,1,2
"196510","E02004027 E02005226",0,1,1,2
"196511","E02004027 E02005234",0,1,1,2
"196512","E02004027 E02005236",0,1,1,2
"196513","E02004027 E02006871",0,1,1,2
"198046","E02004142 E02004212",0,1,1,2
"198048","E02004142 E02004215",0,1,1,2
"198049","E02004142 E02004216",0,1,1,2
"198107","E02004147 E02004214",0,1,1,2
"198356","E02004179 E02004224",0,1,1,2
"200947","E02004455 E02004498",1,1,0,2
"201115","E02004462 E02004563",0,1,1,2
"201292","E02004474 E02004560",0,1,1,2
"201769","E02004526 E02004588",0,1,1,2
"202127","E02004556 E02004565",0,1,1,2
"202133","E02004558 E02004566",0,1,1,2
"202135","E02004558 E02004569",0,1,1,2
"202174","E02004574 E02006231",0,1,1,2
"202210","E02004575 E02006300",0,1,1,2
"202211","E02004575 E02006301",0,1,1,2
"202829","E02004628 W02000339",0,1,1,2
"202838","E02004629 E02004653",0,1,1,2
"202839","E02004629 E02004655",0,1,1,2
"202841","E02004629 W02000339",0,1,1,2
"202860","E02004630 E02004655",0,1,1,2
"202863","E02004630 W02000339",0,1,1,2
"202866","E02004631 W02000340",0,1,1,2
"202867","E02004631 W02000342",0,1,1,2
"202869","E02004632 E02004653",0,1,1,2
"202870","E02004632 W02000340",0,1,1,2
"202871","E02004632 W02000342",0,1,1,2
"202872","E02004632 W02000343",0,1,1,2
"202874","E02004633 E02004653",0,1,1,2
"202875","E02004633 W02000339",0,1,1,2
"202876","E02004633 W02000342",0,1,1,2
"202877","E02004633 W02000343",0,1,1,2
"202879","E02004634 W02000339",0,1,1,2
"202880","E02004634 W02000342",0,1,1,2
"202881","E02004634 W02000343",0,1,1,2
"202882","E02004635 W02000339",0,1,1,2
"202883","E02004635 W02000341",0,1,1,2
"202884","E02004635 W02000346",0,1,1,2
"202885","E02004635 W02000350",0,1,1,2
"203773","E02004713 E02004792",0,1,1,2
"203835","E02004715 E02004792",0,1,1,2
"203855","E02004716 E02004792",0,1,1,2
"203953","E02004719 E02004792",0,1,1,2
"204122","E02004726 E02004795",0,1,1,2
"204274","E02004734 E02004786",0,1,1,2
"204600","E02004766 E02006573",0,1,1,2
"208264","E02005120 E02005131",0,1,1,2
"208877","E02005203 E02005304",0,1,1,2
"208951","E02005205 E02005305",0,1,1,2
"209032","E02005209 E02005307",0,1,1,2
"209033","E02005209 E02005308",0,1,1,2
"209254","E02005230 E02005319",0,1,1,2
"209270","E02005236 E02005327",0,1,1,2
"209276","E02005239 E02005319",0,1,1,2
"209278","E02005239 E02005323",0,1,1,2
"210455","E02005368 E02005639",0,1,1,2
"211183","E02005425 E02005431",0,1,1,2
"212140","E02005539 E02005604",0,1,1,2
"212382","E02005583 E02005596",0,1,1,2
"212383","E02005583 E02005604",0,1,1,2
"212627","E02005620 E02005639",0,1,1,2
"212968","E02005635 E02005639",0,1,1,2
"212984","E02005636 E02005639",0,1,1,2
"213009","E02005637 E02005639",0,1,1,2
"213037","E02005639 E02005695",0,1,1,2
"213040","E02005639 E02005699",0,1,1,2
"213041","E02005639 E02005700",0,1,1,2
"213679","E02005727 E02005733",0,1,1,2
"214679","E02005895 E02006867",0,1,1,2
"215695","E02006015 W02000095",0,1,1,2
"215701","E02006016 W02000095",0,1,1,2
"215709","E02006017 W02000057",0,1,1,2
"215710","E02006017 W02000082",0,1,1,2
"215711","E02006017 W02000084",0,1,1,2
"215712","E02006017 W02000085",0,1,1,2
"215713","E02006017 W02000086",0,1,1,2
"215714","E02006017 W02000087",0,1,1,2
"215715","E02006017 W02000088",0,1,1,2
"215716","E02006017 W02000089",0,1,1,2
"215717","E02006017 W02000090",0,1,1,2
"215718","E02006017 W02000091",0,1,1,2
"215719","E02006017 W02000092",0,1,1,2
"215720","E02006017 W02000093",0,1,1,2
"215721","E02006017 W02000094",0,1,1,2
"215722","E02006017 W02000096",0,1,1,2
"215741","E02006019 W02000095",0,1,1,2
"215763","E02006021 W02000095",0,1,1,2
"215776","E02006023 W02000057",0,1,1,2
"215777","E02006023 W02000080",0,1,1,2
"215778","E02006023 W02000081",0,1,1,2
"215779","E02006023 W02000082",0,1,1,2
"215780","E02006023 W02000083",0,1,1,2
"215781","E02006023 W02000084",0,1,1,2
"215782","E02006023 W02000085",0,1,1,2
"215783","E02006023 W02000086",0,1,1,2
"215784","E02006023 W02000087",0,1,1,2
"215785","E02006023 W02000088",0,1,1,2
"215786","E02006023 W02000089",0,1,1,2
"215787","E02006023 W02000090",0,1,1,2
"215788","E02006023 W02000091",0,1,1,2
"215789","E02006023 W02000092",0,1,1,2
"215790","E02006023 W02000095",0,1,1,2
"215791","E02006023 W02000098",0,1,1,2
"215793","E02006024 W02000057",0,1,1,2
"215794","E02006024 W02000090",0,1,1,2
"215795","E02006024 W02000091",0,1,1,2
"215796","E02006024 W02000093",0,1,1,2
"215797","E02006024 W02000094",0,1,1,2
"215798","E02006024 W02000095",0,1,1,2
"215799","E02006024 W02000097",0,1,1,2
"215800","E02006024 W02000098",0,1,1,2
"215801","E02006025 W02000057",0,1,1,2
"215802","E02006025 W02000091",0,1,1,2
"215803","E02006025 W02000092",0,1,1,2
"215804","E02006025 W02000093",0,1,1,2
"215805","E02006025 W02000094",0,1,1,2
"215806","E02006025 W02000095",0,1,1,2
"215807","E02006025 W02000097",0,1,1,2
"215808","E02006025 W02000098",0,1,1,2
"215816","E02006026 W02000096",0,1,1,2
"215817","E02006026 W02000098",0,1,1,2
"215819","E02006027 W02000096",0,1,1,2
"215820","E02006027 W02000097",0,1,1,2
"215821","E02006027 W02000099",0,1,1,2
"215823","E02006028 W02000098",0,1,1,2
"215846","E02006039 W02000098",0,1,1,2
"215847","E02006039 W02000099",0,1,1,2
"215848","E02006039 W02000101",0,1,1,2
"215852","E02006041 W02000099",0,1,1,2
"215853","E02006041 W02000101",0,1,1,2
"215854","E02006041 W02000103",0,1,1,2
"215861","E02006044 W02000107",0,1,1,2
"216477","E02006122 E02006136",1,1,0,2
"218220","E02006345 E02006400",1,1,0,2
"220282","E02006545 E02006574",0,1,1,2
"220398","E02006552 E02006574",0,1,1,2
"222127","E02006887 W02000344",0,1,1,2
"222128","E02006887 W02000345",0,1,1,2
"222134","W02000001 W02000002",0,1,1,2
"222135","W02000001 W02000003",0,1,1,2
"222136","W02000001 W02000004",0,1,1,2
"222137","W02000001 W02000006",0,1,1,2
"222138","W02000001 W02000007",0,1,1,2
"222139","W02000002 W02000005",0,1,1,2
"222140","W02000002 W02000007",0,1,1,2
"222141","W02000002 W02000008",0,1,1,2
"222142","W02000002 W02000009",0,1,1,2
"222143","W02000002 W02000010",0,1,1,2
"222144","W02000002 W02000011",0,1,1,2
"222145","W02000002 W02000013",0,1,1,2
"222146","W02000003 W02000007",0,1,1,2
"222147","W02000004 W02000006",0,1,1,2
"222148","W02000005 W02000006",0,1,1,2
"222149","W02000005 W02000009",0,1,1,2
"222150","W02000005 W02000012",0,1,1,2
"222151","W02000005 W02000013",0,1,1,2
"222152","W02000005 W02000014",0,1,1,2
"222153","W02000005 W02000015",0,1,1,2
"222154","W02000005 W02000016",0,1,1,2
"222155","W02000005 W02000039",0,1,1,2
"222156","W02000006 W02000007",0,1,1,2
"222157","W02000006 W02000010",0,1,1,2
"222158","W02000006 W02000011",0,1,1,2
"222159","W02000006 W02000012",0,1,1,2
"222160","W02000006 W02000013",0,1,1,2
"222161","W02000006 W02000014",0,1,1,2
"222162","W02000006 W02000015",0,1,1,2
"222163","W02000006 W02000016",0,1,1,2
"222164","W02000007 W02000009",0,1,1,2
"222165","W02000008 W02000015",0,1,1,2
"222166","W02000008 W02000016",0,1,1,2
"222167","W02000008 W02000039",0,1,1,2
"222168","W02000009 W02000010",0,1,1,2
"222169","W02000009 W02000011",0,1,1,2
"222170","W02000009 W02000012",0,1,1,2
"222171","W02000009 W02000014",0,1,1,2
"222172","W02000009 W02000017",0,1,1,2
"222173","W02000010 W02000015",0,1,1,2
"222174","W02000010 W02000016",0,1,1,2
"222175","W02000010 W02000039",0,1,1,2
"222176","W02000011 W02000015",0,1,1,2
"222177","W02000011 W02000016",0,1,1,2
"222178","W02000011 W02000039",0,1,1,2
"222179","W02000012 W02000015",0,1,1,2
"222180","W02000012 W02000016",0,1,1,2
"222181","W02000012 W02000038",0,1,1,2
"222182","W02000012 W02000039",0,1,1,2
"222183","W02000012 W02000041",0,1,1,2
"222184","W02000013 W02000017",0,1,1,2
"222185","W02000014 W02000017",0,1,1,2
"222186","W02000014 W02000039",0,1,1,2
"222187","W02000017 W02000019",0,1,1,2
"222188","W02000017 W02000020",0,1,1,2
"222189","W02000018 W02000019",0,1,1,2
"222190","W02000018 W02000022",0,1,1,2
"222191","W02000018 W02000041",0,1,1,2
"222192","W02000019 W02000020",0,1,1,2
"222193","W02000020 W02000022",0,1,1,2
"222194","W02000020 W02000023",0,1,1,2
"222195","W02000022 W02000025",0,1,1,2
"222196","W02000025 W02000100",0,1,1,2
"222197","W02000026 W02000100",0,1,1,2
"222198","W02000026 W02000116",0,1,1,2
"222199","W02000026 W02000117",0,1,1,2
"222200","W02000027 W02000035",0,1,1,2
"222201","W02000027 W02000036",0,1,1,2
"222202","W02000028 W02000036",0,1,1,2
"222203","W02000028 W02000041",0,1,1,2
"222204","W02000029 W02000031",0,1,1,2
"222205","W02000029 W02000036",0,1,1,2
"222206","W02000029 W02000039",0,1,1,2
"222207","W02000029 W02000040",0,1,1,2
"222208","W02000029 W02000041",0,1,1,2
"222209","W02000029 W02000045",0,1,1,2
"222210","W02000029 W02000047",0,1,1,2
"222211","W02000030 W02000031",0,1,1,2
"222212","W02000030 W02000036",0,1,1,2
"222213","W02000030 W02000039",0,1,1,2
"222214","W02000030 W02000040",0,1,1,2
"222215","W02000030 W02000041",0,1,1,2
"222216","W02000030 W02000045",0,1,1,2
"222217","W02000030 W02000047",0,1,1,2
"222218","W02000030 W02000050",0,1,1,2
"222219","W02000030 W02000419",0,1,1,2
"222220","W02000031 W02000032",0,1,1,2
"222221","W02000031 W02000033",0,1,1,2
"222222","W02000031 W02000034",0,1,1,2
"222223","W02000031 W02000035",0,1,1,2
"222224","W02000031 W02000037",0,1,1,2
"222225","W02000031 W02000040",0,1,1,2
"222226","W02000031 W02000052",0,1,1,2
"222227","W02000031 W02000053",0,1,1,2
"222228","W02000031 W02000058",0,1,1,2
"222229","W02000031 W02000059",0,1,1,2
"222230","W02000032 W02000036",0,1,1,2
"222231","W02000032 W02000040",0,1,1,2
"222232","W02000032 W02000041",0,1,1,2
"222233","W02000033 W02000039",0,1,1,2
"222234","W02000033 W02000040",0,1,1,2
"222235","W02000033 W02000041",0,1,1,2
"222236","W02000033 W02000045",0,1,1,2
"222237","W02000033 W02000047",0,1,1,2
"222238","W02000033 W02000050",0,1,1,2
"222239","W02000033 W02000051",0,1,1,2
"222240","W02000033 W02000419",0,1,1,2
"222241","W02000034 W02000039",0,1,1,2
"222242","W02000034 W02000040",0,1,1,2
"222243","W02000034 W02000041",0,1,1,2
"222244","W02000034 W02000045",0,1,1,2
"222245","W02000034 W02000047",0,1,1,2
"222246","W02000034 W02000050",0,1,1,2
"222247","W02000034 W02000051",0,1,1,2
"222248","W02000034 W02000419",0,1,1,2
"222249","W02000035 W02000038",0,1,1,2
"222250","W02000035 W02000039",0,1,1,2
"222251","W02000035 W02000040",0,1,1,2
"222252","W02000035 W02000041",0,1,1,2
"222253","W02000035 W02000042",0,1,1,2
"222254","W02000035 W02000043",0,1,1,2
"222255","W02000035 W02000045",0,1,1,2
"222256","W02000035 W02000047",0,1,1,2
"222257","W02000035 W02000049",0,1,1,2
"222258","W02000035 W02000050",0,1,1,2
"222259","W02000035 W02000051",0,1,1,2
"222260","W02000035 W02000419",0,1,1,2
"222261","W02000036 W02000037",0,1,1,2
"222262","W02000036 W02000038",0,1,1,2
"222263","W02000036 W02000040",0,1,1,2
"222264","W02000036 W02000042",0,1,1,2
"222265","W02000036 W02000043",0,1,1,2
"222266","W02000036 W02000044",0,1,1,2
"222267","W02000036 W02000049",0,1,1,2
"222268","W02000036 W02000052",0,1,1,2
"222269","W02000036 W02000053",0,1,1,2
"222270","W02000036 W02000058",0,1,1,2
"222271","W02000037 W02000040",0,1,0,1
"222272","W02000037 W02000041",0,1,1,2
"222273","W02000038 W02000040",0,1,1,2
"222274","W02000038 W02000041",0,1,1,2
"222275","W02000039 W02000041",0,1,1,2
"222276","W02000040 W02000041",0,1,1,2
"222277","W02000040 W02000045",0,1,1,2
"222278","W02000040 W02000047",0,1,1,2
"222279","W02000040 W02000049",0,1,1,2
"222280","W02000040 W02000050",0,1,1,2
"222281","W02000040 W02000051",0,1,1,2
"222282","W02000040 W02000052",0,1,1,2
"222283","W02000040 W02000053",0,1,1,2
"222284","W02000040 W02000419",0,1,1,2
"222285","W02000042 W02000052",0,1,1,2
"222286","W02000042 W02000053",0,1,1,2
"222287","W02000042 W02000059",0,1,1,2
"222288","W02000042 W02000060",0,1,1,2
"222289","W02000043 W02000052",0,1,1,2
"222290","W02000043 W02000053",0,1,1,2
"222291","W02000043 W02000059",0,1,1,2
"222292","W02000043 W02000060",0,1,1,2
"222293","W02000043 W02000063",0,1,1,2
"222294","W02000044 W02000052",0,1,1,2
"222295","W02000044 W02000053",0,1,1,2
"222296","W02000044 W02000059",0,1,1,2
"222297","W02000044 W02000060",0,1,1,2
"222298","W02000045 W02000052",0,1,1,2
"222299","W02000045 W02000053",0,1,1,2
"222300","W02000045 W02000058",0,1,1,2
"222301","W02000045 W02000059",0,1,1,2
"222302","W02000045 W02000060",0,1,1,2
"222303","W02000045 W02000063",0,1,1,2
"222304","W02000047 W02000052",0,1,1,2
"222305","W02000047 W02000053",0,1,1,2
"222306","W02000047 W02000059",0,1,1,2
"222307","W02000047 W02000060",0,1,1,2
"222308","W02000047 W02000063",0,1,1,2
"222309","W02000049 W02000052",0,1,1,2
"222310","W02000049 W02000053",0,1,1,2
"222311","W02000049 W02000059",0,1,1,2
"222312","W02000049 W02000060",0,1,1,2
"222313","W02000049 W02000061",0,1,1,2
"222314","W02000049 W02000063",0,1,1,2
"222315","W02000050 W02000052",0,1,1,2
"222316","W02000050 W02000053",0,1,1,2
"222317","W02000050 W02000059",0,1,1,2
"222318","W02000050 W02000060",0,1,1,2
"222319","W02000050 W02000063",0,1,1,2
"222320","W02000051 W02000054",0,1,1,2
"222321","W02000051 W02000055",0,1,1,2
"222322","W02000051 W02000058",0,1,1,2
"222323","W02000051 W02000059",0,1,1,2
"222324","W02000051 W02000060",0,1,1,2
"222325","W02000051 W02000063",0,1,1,2
"222326","W02000052 W02000054",0,1,1,2
"222327","W02000052 W02000055",0,1,1,2
"222328","W02000052 W02000056",0,1,1,2
"222329","W02000052 W02000058",0,1,1,2
"222330","W02000052 W02000059",0,1,1,2
"222331","W02000052 W02000060",0,1,1,2
"222332","W02000052 W02000063",0,1,1,2
"222333","W02000052 W02000073",0,1,1,2
"222334","W02000052 W02000076",0,1,1,2
"222335","W02000052 W02000419",0,1,1,2
"222336","W02000053 W02000055",0,1,1,2
"222337","W02000053 W02000056",0,1,1,2
"222338","W02000053 W02000058",0,1,1,2
"222339","W02000053 W02000059",0,1,1,2
"222340","W02000053 W02000060",0,1,1,2
"222341","W02000053 W02000061",0,1,1,2
"222342","W02000053 W02000063",0,1,1,2
"222343","W02000053 W02000071",0,1,1,2
"222344","W02000053 W02000073",0,1,1,2
"222345","W02000053 W02000419",0,1,1,2
"222346","W02000054 W02000056",0,1,1,2
"222347","W02000054 W02000057",0,1,1,2
"222348","W02000054 W02000060",0,1,1,2
"222349","W02000054 W02000061",0,1,1,2
"222350","W02000054 W02000063",0,1,1,2
"222351","W02000054 W02000064",0,1,1,2
"222352","W02000054 W02000066",0,1,1,2
"222353","W02000054 W02000068",0,1,1,2
"222354","W02000054 W02000069",0,1,1,2
"222355","W02000054 W02000070",0,1,1,2
"222356","W02000054 W02000071",0,1,1,2
"222357","W02000054 W02000074",0,1,1,2
"222358","W02000054 W02000077",0,1,1,2
"222359","W02000054 W02000083",0,1,1,2
"222360","W02000055 W02000057",0,1,1,2
"222361","W02000055 W02000059",0,1,1,2
"222362","W02000055 W02000060",0,1,1,2
"222363","W02000055 W02000061",0,1,1,2
"222364","W02000055 W02000062",0,1,1,2
"222365","W02000055 W02000063",0,1,1,2
"222366","W02000055 W02000069",0,1,1,2
"222367","W02000055 W02000070",0,1,1,2
"222368","W02000055 W02000071",0,1,1,2
"222369","W02000055 W02000073",0,1,1,2
"222370","W02000055 W02000074",0,1,1,2
"222371","W02000055 W02000076",0,1,1,2
"222372","W02000055 W02000083",0,1,1,2
"222373","W02000056 W02000057",0,1,1,2
"222374","W02000056 W02000073",0,1,1,2
"222375","W02000056 W02000076",0,1,1,2
"222376","W02000056 W02000090",0,1,1,2
"222377","W02000056 W02000092",0,1,1,2
"222378","W02000056 W02000094",0,1,1,2
"222379","W02000057 W02000080",0,1,1,2
"222380","W02000057 W02000081",0,1,1,2
"222381","W02000057 W02000082",0,1,1,2
"222382","W02000057 W02000083",0,1,1,2
"222383","W02000057 W02000084",0,1,1,2
"222384","W02000057 W02000085",0,1,1,2
"222385","W02000057 W02000086",0,1,1,2
"222386","W02000057 W02000087",0,1,1,2
"222387","W02000057 W02000088",0,1,1,2
"222388","W02000057 W02000089",0,1,1,2
"222389","W02000057 W02000091",0,1,1,2
"222390","W02000057 W02000420",0,1,1,2
"222391","W02000058 W02000060",0,1,1,2
"222392","W02000058 W02000061",0,1,1,2
"222393","W02000058 W02000062",0,1,1,2
"222394","W02000058 W02000063",0,1,1,2
"222395","W02000059 W02000064",0,1,1,2
"222396","W02000059 W02000065",0,1,1,2
"222397","W02000059 W02000066",0,1,1,2
"222398","W02000059 W02000067",0,1,1,2
"222399","W02000059 W02000068",0,1,1,2
"222400","W02000059 W02000069",0,1,1,2
"222401","W02000059 W02000070",0,1,1,2
"222402","W02000059 W02000071",0,1,1,2
"222403","W02000059 W02000073",0,1,1,2
"222404","W02000059 W02000074",0,1,1,2
"222405","W02000059 W02000076",0,1,1,2
"222406","W02000059 W02000419",0,1,1,2
"222407","W02000060 W02000064",0,1,1,2
"222408","W02000060 W02000065",0,1,1,2
"222409","W02000060 W02000066",0,1,1,2
"222410","W02000060 W02000067",0,1,1,2
"222411","W02000060 W02000068",0,1,1,2
"222412","W02000060 W02000069",0,1,1,2
"222413","W02000060 W02000070",0,1,1,2
"222414","W02000060 W02000071",0,1,1,2
"222415","W02000060 W02000072",0,1,1,2
"222416","W02000060 W02000073",0,1,1,2
"222417","W02000060 W02000074",0,1,1,2
"222418","W02000060 W02000075",0,1,1,2
"222419","W02000060 W02000076",0,1,1,2
"222420","W02000060 W02000419",0,1,1,2
"222421","W02000061 W02000072",0,1,1,2
"222422","W02000061 W02000075",0,1,1,2
"222423","W02000061 W02000076",0,1,1,2
"222424","W02000061 W02000077",0,1,1,2
"222425","W02000062 W02000072",0,1,1,2
"222426","W02000062 W02000076",0,1,1,2
"222427","W02000062 W02000077",0,1,1,2
"222428","W02000063 W02000064",0,1,1,2
"222429","W02000063 W02000065",0,1,1,2
"222430","W02000063 W02000066",0,1,1,2
"222431","W02000063 W02000067",0,1,1,2
"222432","W02000063 W02000068",0,1,1,2
"222433","W02000063 W02000070",0,1,1,2
"222434","W02000063 W02000071",0,1,1,2
"222435","W02000063 W02000072",0,1,1,2
"222436","W02000063 W02000074",0,1,1,2
"222437","W02000063 W02000075",0,1,1,2
"222438","W02000063 W02000076",0,1,1,2
"222439","W02000063 W02000077",0,1,1,2
"222440","W02000063 W02000419",0,1,1,2
"222441","W02000064 W02000076",0,1,1,2
"222442","W02000064 W02000077",0,1,1,2
"222443","W02000064 W02000080",0,1,1,2
"222444","W02000064 W02000081",0,1,1,2
"222445","W02000064 W02000082",0,1,1,2
"222446","W02000064 W02000083",0,1,1,2
"222447","W02000064 W02000084",0,1,1,2
"222448","W02000064 W02000085",0,1,1,2
"222449","W02000064 W02000420",0,1,1,2
"222450","W02000065 W02000077",0,1,1,2
"222451","W02000065 W02000080",0,1,1,2
"222452","W02000065 W02000082",0,1,1,2
"222453","W02000065 W02000083",0,1,1,2
"222454","W02000065 W02000085",0,1,1,2
"222455","W02000065 W02000088",0,1,1,2
"222456","W02000065 W02000420",0,1,1,2
"222457","W02000066 W02000076",0,1,1,2
"222458","W02000066 W02000077",0,1,1,2
"222459","W02000066 W02000080",0,1,1,2
"222460","W02000066 W02000081",0,1,1,2
"222461","W02000066 W02000082",0,1,1,2
"222462","W02000066 W02000083",0,1,1,2
"222463","W02000066 W02000084",0,1,1,2
"222464","W02000066 W02000085",0,1,1,2
"222465","W02000066 W02000086",0,1,1,2
"222466","W02000066 W02000087",0,1,1,2
"222467","W02000066 W02000088",0,1,1,2
"222468","W02000066 W02000089",0,1,1,2
"222469","W02000066 W02000420",0,1,1,2
"222470","W02000067 W02000077",0,1,1,2
"222471","W02000067 W02000085",0,1,1,2
"222472","W02000067 W02000088",0,1,1,2
"222473","W02000067 W02000420",0,1,1,2
"222474","W02000068 W02000076",0,1,1,2
"222475","W02000068 W02000080",0,1,1,2
"222476","W02000068 W02000081",0,1,1,2
"222477","W02000068 W02000082",0,1,1,2
"222478","W02000068 W02000083",0,1,1,2
"222479","W02000068 W02000084",0,1,1,2
"222480","W02000068 W02000085",0,1,1,2
"222481","W02000068 W02000086",0,1,1,2
"222482","W02000068 W02000087",0,1,1,2
"222483","W02000068 W02000088",0,1,1,2
"222484","W02000068 W02000089",0,1,1,2
"222485","W02000068 W02000420",0,1,1,2
"222486","W02000069 W02000080",0,1,1,2
"222487","W02000069 W02000081",0,1,1,2
"222488","W02000069 W02000085",0,1,1,2
"222489","W02000069 W02000088",0,1,1,2
"222490","W02000069 W02000089",0,1,1,2
"222491","W02000069 W02000091",0,1,1,2
"222492","W02000069 W02000420",0,1,1,2
"222493","W02000070 W02000080",0,1,1,2
"222494","W02000070 W02000081",0,1,1,2
"222495","W02000070 W02000082",0,1,1,2
"222496","W02000070 W02000083",0,1,1,2
"222497","W02000070 W02000084",0,1,1,2
"222498","W02000070 W02000085",0,1,1,2
"222499","W02000070 W02000086",0,1,1,2
"222500","W02000070 W02000088",0,1,1,2
"222501","W02000070 W02000089",0,1,1,2
"222502","W02000070 W02000091",0,1,1,2
"222503","W02000070 W02000420",0,1,1,2
"222504","W02000071 W02000085",0,1,1,2
"222505","W02000071 W02000088",0,1,1,2
"222506","W02000071 W02000089",0,1,1,2
"222507","W02000071 W02000091",0,1,1,2
"222508","W02000071 W02000420",0,1,1,2
"222509","W02000072 W02000073",0,1,1,2
"222510","W02000072 W02000076",0,1,1,2
"222511","W02000072 W02000080",0,1,1,2
"222512","W02000072 W02000081",0,1,1,2
"222513","W02000072 W02000082",0,1,1,2
"222514","W02000072 W02000083",0,1,1,2
"222515","W02000072 W02000084",0,1,1,2
"222516","W02000072 W02000085",0,1,1,2
"222517","W02000072 W02000086",0,1,1,2
"222518","W02000072 W02000087",0,1,1,2
"222519","W02000072 W02000088",0,1,1,2
"222520","W02000072 W02000089",0,1,1,2
"222521","W02000072 W02000090",0,1,1,2
"222522","W02000072 W02000091",0,1,1,2
"222523","W02000072 W02000092",0,1,1,2
"222524","W02000072 W02000093",0,1,1,2
"222525","W02000073 W02000080",0,1,1,2
"222526","W02000073 W02000081",0,1,1,2
"222527","W02000073 W02000082",0,1,1,2
"222528","W02000073 W02000083",0,1,1,2
"222529","W02000073 W02000084",0,1,1,2
"222530","W02000073 W02000085",0,1,1,2
"222531","W02000073 W02000086",0,1,1,2
"222532","W02000073 W02000087",0,1,1,2
"222533","W02000073 W02000088",0,1,1,2
"222534","W02000073 W02000089",0,1,1,2
"222535","W02000073 W02000090",0,1,1,2
"222536","W02000073 W02000091",0,1,1,2
"222537","W02000073 W02000092",0,1,1,2
"222538","W02000073 W02000420",0,1,1,2
"222539","W02000074 W02000080",0,1,1,2
"222540","W02000074 W02000082",0,1,1,2
"222541","W02000074 W02000083",0,1,1,2
"222542","W02000074 W02000085",0,1,1,2
"222543","W02000074 W02000087",0,1,1,2
"222544","W02000074 W02000088",0,1,1,2
"222545","W02000074 W02000089",0,1,1,2
"222546","W02000074 W02000090",0,1,1,2
"222547","W02000074 W02000091",0,1,1,2
"222548","W02000074 W02000092",0,1,1,2
"222549","W02000074 W02000093",0,1,1,2
"222550","W02000074 W02000420",0,1,1,2
"222551","W02000075 W02000085",0,1,1,2
"222552","W02000075 W02000088",0,1,1,2
"222553","W02000075 W02000089",0,1,1,2
"222554","W02000076 W02000080",0,1,1,2
"222555","W02000076 W02000081",0,1,1,2
"222556","W02000076 W02000082",0,1,1,2
"222557","W02000076 W02000085",0,1,1,2
